time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-05-11T20:03:46.690Z,37.4071667,-118.605,8.82,1.3,md,25,119,0.06334,0.05,nc,nc73180365,2019-05-13T21:03:03.439Z,"1km SW of Round Valley, CA",earthquake,0.25,0.56,0.196,22,reviewed,nc,nc
2019-05-11T20:03:20.800Z,19.4521675,-155.6031647,-0.28,1.73,ml,11,93,0.0005269,0.25,hv,hv70947096,2019-05-11T20:09:01.630Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.55,0.52,0.12,4,automatic,hv,hv
2019-05-11T20:00:18.680Z,34.008,-117.184,16.44,0.78,ml,18,99,0.06547,0.18,ci,ci38589976,2019-05-13T14:04:35.060Z,"5km S of Redlands, CA",earthquake,0.42,0.84,0.172,13,reviewed,ci,ci
2019-05-11T19:59:48.259Z,66.2419,-157.4252,0,1.4,ml,,,,0.93,ak,ak01960z2g5l,2019-05-11T20:05:32.127Z,"78km SSW of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-11T19:59:04.720Z,19.4208336,-155.2788391,-0.33,1.88,ml,21,58,0.004082,0.09,hv,hv70947086,2019-05-11T20:04:46.680Z,"4km WSW of Volcano, Hawaii",earthquake,0.18,0.13,0.4,11,automatic,hv,hv
2019-05-11T19:52:08.055Z,66.3057,-157.5116,14.8,3,ml,,,,1.01,ak,ak01960z0uyj,2019-05-12T02:14:16.040Z,"72km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-11T19:50:54.344Z,61.4135,-150.0735,45.5,1.5,ml,,,,0.44,ak,ak01960z0i77,2019-05-11T19:53:18.424Z,"13km SSW of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-05-11T19:50:01.700Z,39.36,-123.2235,5.96,1.42,md,7,215,0.1401,0.06,nc,nc73180360,2019-05-14T00:48:02.207Z,"11km N of Redwood Valley, CA",earthquake,0.92,1.75,0.228,12,reviewed,nc,nc
2019-05-11T19:47:05.680Z,36.2986667,-120.5655,13.87,1.68,md,26,90,0.07505,0.08,nc,nc73180350,2019-05-14T00:38:03.147Z,"16km SE of New Idria, CA",earthquake,0.21,0.33,0.288,25,reviewed,nc,nc
2019-05-11T19:31:50.050Z,62.1209,-149.0871,40.2,1.4,ml,,,,0.47,ak,ak01960ywg8t,2019-05-11T19:35:04.462Z,"38km NNW of Sutton-Alpine, Alaska",earthquake,,1,,,automatic,ak,ak
2019-05-11T19:24:02.970Z,36.072,-117.6833333,1.47,0.79,ml,13,89,0.08117,0.12,ci,ci37418749,2019-05-13T19:06:01.794Z,"24km E of Coso Junction, CA",earthquake,0.22,0.37,0.117,2,reviewed,ci,ci
2019-05-11T19:23:43.440Z,36.0691667,-117.6843333,1.48,0.82,ml,20,59,0.0789,0.12,ci,ci38589920,2019-05-13T19:02:40.722Z,"24km E of Coso Junction, CA",earthquake,0.16,0.26,0.315,6,reviewed,ci,ci
2019-05-11T19:18:52.343Z,62.1426,-151.9582,94,1.3,ml,,,,0.68,ak,ak01960yto48,2019-05-11T19:21:51.674Z,"98km W of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2019-05-11T19:11:59.685Z,69.5637,-144.875,0,1.2,ml,,,,0.92,ak,ak01960ys6oe,2019-05-11T19:15:10.108Z,"79km SW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-11T19:07:18.390Z,19.4055004,-155.2701721,0.37,1.71,ml,19,50,0.00821,0.15,hv,hv70947001,2019-05-11T19:12:59.200Z,"4km SW of Volcano, Hawaii",earthquake,0.22,0.26,0.3,13,automatic,hv,hv
2019-05-11T18:59:00.650Z,33.32,-116.3206667,9.44,0.82,ml,31,104,0.09592,0.21,ci,ci38589872,2019-05-13T14:05:51.063Z,"9km NE of Borrego Springs, CA",earthquake,0.39,0.81,0.171,17,reviewed,ci,ci
2019-05-11T18:51:03.102Z,28.92,81.6177,41.08,4.4,mb,,82,4.672,1.01,us,us70003jv2,2019-05-11T20:44:31.040Z,"12km NW of Dailekh, Nepal",earthquake,6.4,6.1,0.061,78,reviewed,us,us
2019-05-11T18:24:58.682Z,60.5136,-143.0409,0,1.4,ml,,,,0.95,ak,ak01960y9jap,2019-05-11T18:29:51.384Z,"60km NW of Cape Yakataga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-05-11T18:23:14.900Z,33.704,-116.715,17.04,0.92,ml,21,84,0.007182,0.11,ci,ci38589816,2019-05-13T14:05:50.063Z,"4km S of Idyllwild, CA",earthquake,0.24,0.38,0.19,16,reviewed,ci,ci
2019-05-11T18:05:07.010Z,46.8921667,-112.5353333,11.13,1.05,ml,12,110,0.186,0.13,mb,mb80343459,2019-05-12T14:29:14.400Z,"13km ESE of Lincoln, Montana",earthquake,0.49,1.06,0.014,2,reviewed,mb,mb
2019-05-11T18:03:49.990Z,38.821167,-122.7666702,0.42,0.56,md,6,150,0.00963,0,nc,nc73180340,2019-05-11T18:59:03.009Z,"4km W of Cobb, CA",earthquake,1.3,1.58,,1,automatic,nc,nc
2019-05-11T18:00:55.610Z,37.3896667,-118.5013333,4.99,0.09,md,4,142,0.06134,0.07,nc,nc73180335,2019-05-13T17:47:03.062Z,"5km NW of West Bishop, CA",earthquake,0.69,2.04,0.177,5,reviewed,nc,nc
2019-05-11T17:58:54.770Z,38.7966652,-122.7388306,1.51,2.2,md,28,47,0.01351,0.06,nc,nc73180330,2019-05-11T18:34:02.840Z,"3km NE of The Geysers, CA",earthquake,0.22,0.37,0.12,10,automatic,nc,nc
2019-05-11T17:53:50.290Z,33.488,-116.7826667,4.9,0.2,ml,19,104,0.02844,0.1,ci,ci38589768,2019-05-13T15:30:58.817Z,"9km ENE of Aguanga, CA",earthquake,0.17,0.46,0.112,8,reviewed,ci,ci
2019-05-11T17:41:23.923Z,59.9912,-152.211,65.6,1.9,ml,,,,0.85,ak,ak01960xrmlc,2019-05-11T17:45:52.720Z,"31km NW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-05-11T17:28:07.086Z,63.2069,-150.8057,131.7,2.2,ml,,,,0.32,ak,ak01960xouy0,2019-05-11T17:36:00.151Z,"95km WSW of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-05-11T17:26:29.720Z,33.3231667,-116.4186667,5.73,1.57,ml,58,48,0.05483,0.21,ci,ci38589760,2019-05-13T14:07:11.360Z,"8km NNW of Borrego Springs, CA",earthquake,0.27,0.74,0.17,25,reviewed,ci,ci
2019-05-11T17:21:38.460Z,54.129,-165.9681667,2.56,-0.99,ml,4,227,0.04678,0.3,av,av70831234,2019-05-13T21:50:30.770Z,"12km W of Akutan, Alaska",earthquake,0.96,3.37,0.179,3,reviewed,av,av
2019-05-11T17:20:41.869Z,-1.6438,99.9339,44.98,4.5,mb,,102,2.247,1.08,us,us70003jul,2019-05-11T18:14:19.040Z,"74km WSW of Pasarbaru, Indonesia",earthquake,8.3,6.5,0.124,20,reviewed,us,us
2019-05-11T17:19:20.716Z,60.4896,-152.9953,2.3,1.4,ml,,,,0.57,ak,ak01960xmy6f,2019-05-13T21:57:34.450Z,"12km WNW of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-11T17:17:57.057Z,63.1836,-151.3357,0,1.4,ml,,,,0.63,ak,ak01960xmlin,2019-05-11T17:22:25.861Z,"114km NNW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-11T17:14:31.520Z,37.6706667,-119.3865,15.47,1.16,md,10,155,0.2468,0.11,nc,nc73180315,2019-05-14T03:18:03.165Z,"19km ESE of Yosemite Valley, CA",earthquake,0.78,1.96,0.146,9,reviewed,nc,nc
2019-05-11T17:05:24.434Z,-41.9415,-74.227,41.3,4.3,mb,,201,0.522,0.52,us,us70003jue,2019-05-11T18:00:30.040Z,"34km WSW of Ancud, Chile",earthquake,5.2,11.5,0.534,1,reviewed,us,us
2019-05-11T16:53:45.582Z,66.3089,-157.2513,0,1,ml,,,,1.07,ak,ak01960x8uu6,2019-05-11T16:57:00.566Z,"68km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-11T16:41:57.900Z,38.4502,-117.9438,6.8,0.8,ml,7,224.37,0.216,0.08,nn,nn00684546,2019-05-11T20:05:11.359Z,"46km S of Gabbs, Nevada",earthquake,,1.1,,,automatic,nn,nn
2019-05-11T16:41:06.531Z,66.3159,-157.2146,0,1.2,ml,,,,0.78,ak,ak01960x6784,2019-05-11T16:46:18.250Z,"67km SSW of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-05-11T16:15:25.320Z,46.8578333,-112.4898333,15.2,1.02,ml,10,95,0.15,0.08,mb,mb80343454,2019-05-12T14:21:58.640Z,"18km SE of Lincoln, Montana",earthquake,0.4,0.51,0.043,2,reviewed,mb,mb
2019-05-11T16:06:14.920Z,-34.5835,179.9892,73.02,5.4,mww,,44,3.27,1.33,us,us70003jtm,2019-05-13T18:03:39.040Z,"South of the Kermadec Islands",earthquake,10.9,5.4,0.069,20,reviewed,us,us
2019-05-11T16:06:09.370Z,36.1216667,-117.6638333,2.65,0.57,ml,17,93,0.07079,0.1,ci,ci38589688,2019-05-13T17:01:54.600Z,"27km ENE of Coso Junction, CA",earthquake,0.19,0.39,0.164,8,reviewed,ci,ci
2019-05-11T15:53:29.980Z,38.8338318,-122.8056641,2.09,0.56,md,8,92,0.01098,0.01,nc,nc73180305,2019-05-11T17:38:02.406Z,"7km W of Cobb, CA",earthquake,0.36,1.18,,1,automatic,nc,nc
2019-05-11T15:52:45.317Z,39.4191,-119.9343,8,0.3,ml,10,96.29,0.134,0.091,nn,nn00684553,2019-05-12T02:04:45.061Z,"10km S of Mogul, Nevada",earthquake,,1.8,0.14,4,reviewed,nn,nn
2019-05-11T15:38:26.930Z,37.6613333,-118.9446667,1.71,0.92,md,17,96,0.006097,0.04,nc,nc73180300,2019-05-13T18:32:03.311Z,"4km NE of Mammoth Lakes, CA",earthquake,0.32,0.46,0.431,16,reviewed,nc,nc
2019-05-11T15:36:50.928Z,60.4164,-144.8254,6.7,1.7,ml,,,,0.8,ak,ak01960wjsib,2019-05-11T15:41:05.250Z,"53km ESE of Cordova, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-11T15:35:31.060Z,34.3133333,-116.8026667,-0.13,1.13,ml,36,79,0.1102,0.16,ci,ci38589640,2019-05-13T16:57:19.436Z,"7km NE of Big Bear City, CA",earthquake,0.21,0.53,0.125,25,reviewed,ci,ci
2019-05-11T15:32:41.630Z,37.8366667,-122.0303333,8.58,1.59,md,43,47,0.03281,0.08,nc,nc73180295,2019-05-13T23:44:02.802Z,"2km S of Alamo, CA",earthquake,0.2,0.24,0.159,34,reviewed,nc,nc
2019-05-11T15:29:53.830Z,33.5106667,-116.5403333,10.21,0.04,ml,15,143,0.04736,0.1,ci,ci37418741,2019-05-13T18:55:07.115Z,"13km ESE of Anza, CA",earthquake,0.31,0.44,0.203,5,reviewed,ci,ci
2019-05-11T15:29:43.380Z,33.4961667,-116.7936667,4.01,0.2,ml,14,111,0.0171,0.12,ci,ci38589616,2019-05-13T18:51:20.671Z,"9km NE of Aguanga, CA",earthquake,0.21,0.28,0.059,4,reviewed,ci,ci
2019-05-11T15:24:14.070Z,33.4875,-116.7831667,5.68,0.17,ml,22,71,0.02866,0.14,ci,ci38589600,2019-05-13T18:48:02.401Z,"9km ENE of Aguanga, CA",earthquake,0.19,0.58,0.314,4,reviewed,ci,ci
2019-05-11T15:18:47.172Z,66.2447,-157.431,0,1.2,ml,,,,1.25,ak,ak01960wfxad,2019-05-11T15:23:41.576Z,"77km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-11T15:10:15.620Z,48.4028333333333,-122.352333333333,12.44,1.05,ml,14,86,,0.14,uw,uw61522352,2019-05-13T17:36:03.840Z,"2km SSW of Mount Vernon, Washington",earthquake,0.4,1.68,0.100530583813949,4,reviewed,uw,uw
2019-05-11T15:00:45.020Z,36.0656667,-117.6895,1.73,0.65,ml,19,85,0.07348,0.1,ci,ci38589544,2019-05-13T18:45:15.188Z,"23km E of Coso Junction, CA",earthquake,0.18,0.22,0.086,8,reviewed,ci,ci
2019-05-11T14:56:30.920Z,33.5,-116.7888333,7.17,0.4,ml,30,64,0.01565,0.15,ci,ci38589536,2019-05-13T18:39:56.429Z,"10km NE of Aguanga, CA",earthquake,0.17,0.49,0.075,10,reviewed,ci,ci
2019-05-11T14:55:52.000Z,18.1131,-67.3895,18,1.95,md,4,324,0.2995,0.31,pr,pr2019131011,2019-05-11T16:59:31.450Z,"21km W of Puerto Real, Puerto Rico",earthquake,2.37,1.25,0.17,4,reviewed,pr,pr
2019-05-11T14:54:39.740Z,34.005,-116.6795,18.27,0.94,ml,22,125,0.04248,0.17,ci,ci38589528,2019-05-13T14:08:39.674Z,"10km WSW of Morongo Valley, CA",earthquake,0.43,0.62,0.249,25,reviewed,ci,ci
2019-05-11T14:54:38.327Z,61.4601,-150.0543,33.5,1.9,ml,,,,0.77,ak,ak01960w26rz,2019-05-11T14:58:46.316Z,"8km SW of Big Lake, Alaska",earthquake,,0.1,,,automatic,ak,ak
2019-05-11T14:41:52.035Z,60.0237,-152.7282,104.4,1.9,ml,,,,0.37,ak,ak01960vzfn3,2019-05-11T14:47:23.560Z,"51km S of Redoubt Volcano, Alaska",earthquake,,1.2,,,automatic,ak,ak
2019-05-11T14:30:46.481Z,64.3241,-158.7022,6.9,1.4,ml,,,,0.58,ak,ak01960vx288,2019-05-11T14:34:30.442Z,"113km ENE of Unalakleet, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-11T14:30:13.080Z,33.2258333,-116.7441667,11.9,0.52,ml,37,73,0.01587,0.17,ci,ci38589496,2019-05-13T18:35:38.862Z,"2km SE of Lake Henshaw, CA",earthquake,0.21,0.46,0.114,8,reviewed,ci,ci
2019-05-11T14:28:51.410Z,34.2155,-117.4121667,3.3,1.28,ml,62,28,0.02612,0.2,ci,ci38589488,2019-05-13T18:27:20.999Z,"1km SW of Devore, CA",earthquake,0.16,0.33,0.135,37,reviewed,ci,ci
2019-05-11T14:21:42.800Z,58.1745,-155.3548333,-2.2,0.5,ml,7,236,0.03832,0.08,av,av70831229,2019-05-13T21:42:56.900Z,"95km SE of King Salmon, Alaska",earthquake,0.68,1.43,0.271,7,reviewed,av,av
2019-05-11T14:18:50.437Z,66.3115,-157.2001,6.6,1.3,ml,,,,0.97,ak,ak01960vuhxv,2019-05-11T14:25:48.435Z,"67km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-11T14:18:15.700Z,19.4063339,-155.2624969,0.07,1.86,md,18,83,0.006234,0.11,hv,hv70946696,2019-05-11T14:21:10.060Z,"3km SW of Volcano, Hawaii",earthquake,0.13,0.19,0.09,12,automatic,hv,hv
2019-05-11T14:13:03.542Z,63.1869,-151.1593,0,1.9,ml,,,,0.88,ak,ak01960vtbqa,2019-05-11T14:17:06.459Z,"110km NNW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-11T14:12:27.434Z,59.7108,-136.8313,10.7,2.1,ml,,,,0.71,ak,ak01960vt5vb,2019-05-11T14:15:25.807Z,"90km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-11T14:08:33.820Z,33.6725,-116.6736667,16.52,0.65,ml,38,37,0.003592,0.15,ci,ci38589456,2019-05-13T18:19:23.000Z,"9km SSE of Idyllwild, CA",earthquake,0.19,0.3,0.123,15,reviewed,ci,ci
2019-05-11T14:06:47.164Z,39.3003,-99.452,5,3,mb_lg,,74,0.534,0.73,us,us70003jt2,2019-05-13T14:04:58.897Z,"15km WNW of Plainville, Kansas",earthquake,4.2,2,0.047,120,reviewed,us,us
2019-05-11T13:58:20.880Z,58.4091667,-154.5768333,-0.71,0.21,ml,4,234,0.0857,0.21,av,av70831219,2019-05-13T21:30:49.760Z,"103km NNW of Larsen Bay, Alaska",earthquake,0.93,2.09,0.228,4,reviewed,av,av
2019-05-11T13:57:16.150Z,33.4833333,-116.783,5.5,1,ml,45,38,0.03239,0.18,ci,ci38589440,2019-05-13T14:10:20.340Z,"9km ENE of Aguanga, CA",earthquake,0.18,0.62,0.11,26,reviewed,ci,ci
2019-05-11T13:52:38.670Z,18.0581,-66.5303,19,1.34,md,6,165,0.0517,0.1,pr,pr2019131008,2019-05-11T16:20:22.517Z,"0km WNW of Luis Llorens Torres, Puerto Rico",earthquake,0.56,0.53,0.26,6,reviewed,pr,pr
2019-05-11T13:47:19.500Z,37.438,-118.9031667,0.54,0.82,md,11,234,0.1628,0.08,nc,nc73180275,2019-05-13T17:37:03.009Z,"23km SSE of Mammoth Lakes, CA",earthquake,1.03,6.15,0.194,11,reviewed,nc,nc
2019-05-11T13:42:13.810Z,46.855,-112.5256667,13.27,0.69,ml,8,102,0.134,0.08,mb,mb80343424,2019-05-11T14:15:06.770Z,"16km SE of Lincoln, Montana",earthquake,0.49,0.68,0.044,2,reviewed,mb,mb
2019-05-11T13:40:50.150Z,19.7281,-66.0413,32,3.43,md,10,320,1.4197,0.24,pr,pr2019131010,2019-05-11T16:39:32.275Z,"139km N of San Juan, Puerto Rico",earthquake,1.67,19.1,0.06,5,reviewed,pr,pr
2019-05-11T13:33:25.140Z,44.8491667,-111.5301667,13.94,0.67,ml,10,97,0.074,0.16,mb,mb80343419,2019-05-11T14:03:08.330Z,"39km WNW of West Yellowstone, Montana",earthquake,0.45,0.76,0.23,5,reviewed,mb,mb
2019-05-11T13:32:42.518Z,-4.8738,134.2239,10,4.7,mb,,141,2.766,0.83,us,us70003jsx,2019-05-11T20:03:42.040Z,"98km N of Dobo, Indonesia",earthquake,8.4,1.8,0.158,12,reviewed,us,us
2019-05-11T13:28:48.730Z,38.0568333,-122.236,7.93,0.99,md,23,120,0.01323,0.15,nc,nc73180270,2019-05-13T23:04:48.655Z,"2km WNW of Crockett, CA",earthquake,0.22,0.32,0.16,16,reviewed,nc,nc
2019-05-11T13:28:32.450Z,60.3733333,-152.7753333,12.75,-0.12,ml,4,333,,0.06,av,av70831224,2019-05-13T21:35:52.570Z,"12km S of Redoubt Volcano, Alaska",earthquake,1.51,0.57,0.127,4,reviewed,av,av
2019-05-11T13:26:00.030Z,37.42,-118.358,6.42,0.17,md,5,159,0.05722,0.07,nc,nc73180265,2019-05-13T17:34:02.989Z,"6km NE of Dixon Lane-Meadow Creek, CA",earthquake,0.36,0.73,0.285,5,reviewed,nc,nc
2019-05-11T13:22:47.830Z,51.794,-178.8071667,8.42,0.21,ml,5,118,0.02525,0.07,av,av61995016,2019-05-13T21:25:47.030Z,"46km WSW of Tanaga Volcano, Alaska",earthquake,0.56,0.55,0.214,4,reviewed,av,av
2019-05-11T13:22:41.200Z,38.8411674,-122.8411636,1.64,1.18,md,19,88,0.005127,0.04,nc,nc73180260,2019-05-11T15:01:02.523Z,"10km NW of The Geysers, CA",earthquake,0.24,0.43,0.04,4,automatic,nc,nc
2019-05-11T13:18:33.740Z,44.697,-111.8505,12.29,1.18,ml,19,113,0.136,0.17,mb,mb80343414,2019-05-11T13:57:31.250Z,"59km W of West Yellowstone, Montana",earthquake,0.42,0.89,0.224,11,reviewed,mb,mb
2019-05-11T12:56:33.740Z,33.9405,-116.8236667,16.21,0.71,ml,20,135,0.1089,0.18,ci,ci38589304,2019-05-13T14:09:30.921Z,"4km NW of Cabazon, CA",earthquake,0.55,0.83,0.114,14,reviewed,ci,ci
2019-05-11T12:55:27.460Z,39.6443329,-123.0496674,1.59,1.75,md,11,186,,0.17,nc,nc73180255,2019-05-11T14:34:03.393Z,"24km SE of Covelo, CA",earthquake,1.43,13.02,0.03,3,automatic,nc,nc
2019-05-11T12:48:07.710Z,39.466,-111.2135,2.13,1.41,ml,21,54,0.1693,0.21,uu,uu60324527,2019-05-13T21:47:12.490Z,"22km ESE of Mount Pleasant, Utah",earthquake,0.43,31.61,0.125,4,reviewed,uu,uu
2019-05-11T12:43:16.860Z,36.6286659,-121.2893295,6.32,1.15,md,10,95,0.02704,0.13,nc,nc73180250,2019-05-11T14:08:03.227Z,"17km NW of Pinnacles, CA",earthquake,0.61,1.21,0.26,6,automatic,nc,nc
2019-05-11T12:41:38.320Z,46.7251667,-113.1385,1.55,1.03,ml,16,59,0.205,0.17,mb,mb80343409,2019-05-11T13:47:12.470Z,"43km SW of Lincoln, Montana",earthquake,0.31,1.47,0.117,2,reviewed,mb,mb
2019-05-11T12:40:48.290Z,37.316,-118.633,10.58,1.18,md,15,180,0.06683,0.04,nc,nc73180245,2019-05-13T20:37:03.449Z,"11km SSW of Round Valley, CA",earthquake,0.48,0.88,0.23,15,reviewed,nc,nc
2019-05-11T12:21:39.540Z,66.2977,-157.3496,7.9,1.2,ml,,,,1.13,ak,ak01960uo91e,2019-05-11T12:24:24.995Z,"71km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-11T12:21:07.860Z,45.852,-111.331,5.93,0.6,ml,4,205,0.31,0.06,mb,mb80343429,2019-05-11T14:21:15.420Z,"0km SSE of Manhattan, Montana",earthquake,0.85,6.9,,0,reviewed,mb,mb
2019-05-11T12:09:40.080Z,33.5221667,-116.7476667,2.69,0.65,ml,28,33,0.04398,0.15,ci,ci38589272,2019-05-13T14:10:24.520Z,"8km WSW of Anza, CA",earthquake,0.2,0.24,0.221,18,reviewed,ci,ci
2019-05-11T12:08:47.230Z,38.831501,-122.8121643,2.22,0.56,md,7,124,0.008257,0.01,nc,nc73180240,2019-05-11T13:43:03.079Z,"8km NW of The Geysers, CA",earthquake,0.72,2.12,,1,automatic,nc,nc
2019-05-11T12:08:13.720Z,18.1288,-66.7745,16,1.87,md,3,132,0.189,0.08,pr,pr2019131009,2019-05-11T16:58:01.250Z,"4km SE of Adjuntas, Puerto Rico",earthquake,0.37,1.66,0.06,3,reviewed,pr,pr
2019-05-11T11:58:08.370Z,33.5138333,-116.7778333,9.88,0.41,ml,19,73,0.06157,0.2,ci,ci38589264,2019-05-13T14:09:28.908Z,"11km WSW of Anza, CA",earthquake,0.36,1.03,0.124,9,reviewed,ci,ci
2019-05-11T11:48:49.143Z,66.3164,-157.2395,8.6,1.1,ml,,,,0.44,ak,ak01960u8mia,2019-05-11T11:51:38.767Z,"67km SSW of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-11T11:45:16.680Z,38.840332,-122.8379974,1.73,0.57,md,11,118,0.002622,0.01,nc,nc73180235,2019-05-11T13:18:02.934Z,"10km NW of The Geysers, CA",earthquake,0.32,0.66,,1,automatic,nc,nc
2019-05-11T11:38:29.710Z,36.1256667,-117.6633333,1.49,1.13,ml,12,207,0.1299,0.16,ci,ci38589256,2019-05-13T14:09:44.792Z,"27km ENE of Coso Junction, CA",earthquake,0.7,0.58,0.18,11,reviewed,ci,ci
2019-05-11T11:31:11.840Z,33.5513333,-116.3435,13.15,0.1,ml,19,104,0.07409,0.13,ci,ci38589248,2019-05-13T18:13:45.347Z,"13km SSW of La Quinta, CA",earthquake,0.28,0.51,0.107,8,reviewed,ci,ci
2019-05-11T11:30:43.607Z,66.3177,-157.2209,0,1.1,ml,,,,0.66,ak,ak01960u4r6w,2019-05-11T11:40:26.337Z,"67km SSW of Kobuk, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-05-11T11:26:43.140Z,33.5726667,-116.9031667,8.43,0.42,ml,22,46,0.07352,0.22,ci,ci38589240,2019-05-13T14:10:04.038Z,"15km NNW of Aguanga, CA",earthquake,0.32,1.16,0.127,11,reviewed,ci,ci
2019-05-11T11:24:27.800Z,44.7911667,-111.444,11.88,0.38,ml,9,125,0.041,0.11,mb,mb80343404,2019-05-11T13:46:38.930Z,"30km WNW of West Yellowstone, Montana",earthquake,1.73,1.15,0.359,3,reviewed,mb,mb
2019-05-11T11:18:16.210Z,33.0363333,-116.419,9.57,0.53,ml,32,70,0.04392,0.18,ci,ci38589224,2019-05-13T17:57:39.469Z,"18km ESE of Julian, CA",earthquake,0.24,0.47,0.158,8,reviewed,ci,ci
2019-05-11T11:18:00.190Z,36.2958333,-120.84,10.61,1.98,md,52,48,0.08569,0.05,nc,nc73180230,2019-05-14T00:28:03.085Z,"20km SW of New Idria, CA",earthquake,0.15,0.34,0.168,51,reviewed,nc,nc
2019-05-11T11:17:51.500Z,33.0203333,-116.4568333,10.08,0.08,ml,24,69,0.05893,0.18,ci,ci37418733,2019-05-13T18:08:00.550Z,"15km ESE of Julian, CA",earthquake,0.26,0.5,0.041,1,reviewed,ci,ci
2019-05-11T11:17:00.130Z,44.7953333,-111.0936667,9.21,1.2,ml,15,116,0.009175,0.15,uu,uu60324522,2019-05-13T17:56:26.850Z,"14km N of West Yellowstone, Montana",earthquake,0.5,0.72,0.402,3,reviewed,uu,uu
2019-05-11T11:12:49.690Z,36.1203333,-117.6646667,1.43,1.57,ml,16,127,0.1251,0.13,ci,ci38589208,2019-05-13T14:10:38.650Z,"27km ENE of Coso Junction, CA",earthquake,0.32,0.39,0.13,25,reviewed,ci,ci
2019-05-11T10:55:17.270Z,43.4226667,-110.7611667,0.99,1.83,ml,18,95,0.038,0.22,mb,mb80343394,2019-05-11T13:31:43.770Z,"2km E of South Park, Wyoming",earthquake,0.43,0.51,0.267,12,reviewed,mb,mb
2019-05-11T10:53:04.709Z,66.3067,-157.2193,0,1.4,ml,,,,0.82,ak,ak01960to609,2019-05-11T10:57:17.382Z,"68km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-11T10:42:53.110Z,38.8273315,-122.8556671,1.93,1.08,md,15,62,0.0162,0.03,nc,nc73180225,2019-05-11T12:35:02.685Z,"10km WNW of The Geysers, CA",earthquake,0.25,0.59,0.06,5,automatic,nc,nc
2019-05-11T10:36:38.650Z,36.0678333,-117.6848333,1.58,1.19,ml,16,163,0.07783,0.14,ci,ci38589200,2019-05-13T14:10:07.136Z,"24km E of Coso Junction, CA",earthquake,0.34,0.42,0.205,15,reviewed,ci,ci
2019-05-11T10:35:24.100Z,33.1651667,-116.1143333,10.87,1.01,ml,51,48,0.04592,0.22,ci,ci38589192,2019-05-13T17:49:52.431Z,"3km NNE of Ocotillo Wells, CA",earthquake,0.24,0.48,0.146,11,reviewed,ci,ci
2019-05-11T10:28:59.926Z,34.9609,45.7447,10,5.3,mww,,54,0.156,0.71,us,us70003jrw,2019-05-11T10:44:38.040Z,"32km SW of Halabjah, Iraq",earthquake,8.4,1.8,0.073,18,reviewed,us,us
2019-05-11T10:22:46.120Z,33.2253333,-116.7413333,11.38,1.38,ml,51,23,0.01806,0.2,ci,ci38589184,2019-05-13T14:10:22.235Z,"3km SE of Lake Henshaw, CA",earthquake,0.22,0.63,0.165,25,reviewed,ci,ci
2019-05-11T10:21:52.564Z,60.0055,-152.6508,93.2,1.8,ml,,,,0.61,ak,ak01960thesu,2019-05-11T10:26:20.849Z,"52km WNW of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-11T10:21:46.590Z,33.4803333,-116.4135,10.78,0.6,ml,27,123,0.04415,0.17,ci,ci37418725,2019-05-13T17:17:57.270Z,"22km SSW of La Quinta, CA",earthquake,0.28,0.63,0.098,14,reviewed,ci,ci
2019-05-11T10:21:44.750Z,33.4783333,-116.4146667,10.39,0.72,ml,42,91,0.04588,0.17,ci,ci38589176,2019-05-13T17:08:25.620Z,"23km SSW of La Quinta, CA",earthquake,0.19,0.33,0.123,11,reviewed,ci,ci
